chr	start	end	CpG
chr5	7291179	7291180	44357
chr5	7419933	7419934	44358
chr5	7420096	7420097	44359
chr5	7530082	7530083	44360
chr5	7567293	7567294	44361
chr5	7733555	7733556	44362
chr5	7733558	7733559	44363
chr5	7740501	7740502	44364
chr5	7766750	7766751	44365
chr5	7949893	7949894	44366
chr5	8083443	8083444	44367
chr5	8099402	8099403	44368
chr5	8099774	8099775	44369
chr5	8111657	8111658	44370
chr5	8111661	8111662	44371
chr5	8148084	8148085	44372
chr5	8158132	8158133	44373
chr5	8193024	8193025	44374
chr5	8193064	8193065	44375
chr5	8325388	8325389	44376
chr5	8329474	8329475	44377
chr5	8333358	8333359	44378
chr5	8389148	8389149	44379
chr5	8417065	8417066	44380
chr5	8430598	8430599	44381
chr5	8438420	8438421	44382
chr5	8711576	8711577	44383
chr5	8712005	8712006	44384
chr5	8712073	8712074	44385
chr5	8712083	8712084	44386
chr5	8757305	8757306	44387
chr5	8773172	8773173	44388
chr5	8790032	8790033	44389
chr5	8790400	8790401	44390
chr5	8796759	8796760	44391
chr5	8829136	8829137	44392
chr5	8972439	8972440	44393
chr5	8993017	8993018	44394
chr5	8997107	8997108	44395
chr5	9019230	9019231	44396
chr5	9330602	9330603	44397
chr5	9330629	9330630	44398
chr5	9330647	9330648	44399
chr5	9330667	9330668	44400
chr5	9332126	9332127	44401
chr5	9345440	9345441	44402
chr5	9351640	9351641	44403
chr5	9374156	9374157	44404
chr5	9394178	9394179	44405
chr5	9395524	9395525	44406
chr5	9657860	9657861	44407
chr5	9683420	9683421	44408
chr5	9683616	9683617	44409
chr5	9815203	9815204	44410
chr5	9817941	9817942	44411
chr5	9819556	9819557	44412
chr5	9854558	9854559	44413
chr5	10119303	10119304	44414
chr5	10152416	10152417	44415
chr5	10177774	10177775	44416
chr5	10265149	10265150	44417
chr5	10393859	10393860	44418
chr5	10417078	10417079	44419
chr5	10417080	10417081	44420
chr5	10571930	10571931	44421
chr5	10571956	10571957	44422
chr5	10622653	10622654	44423
chr5	10626100	10626101	44424
chr5	10626227	10626228	44425
chr5	10626291	10626292	44426
chr5	10763338	10763339	44427
chr5	10822464	10822465	44428
chr5	10850614	10850615	44429
chr5	10863311	10863312	44430
chr5	10897470	10897471	44431
chr5	10897475	10897476	44432
chr5	10905620	10905621	44433
chr5	10912597	10912598	44434
chr5	10925906	10925907	44435
chr5	10937204	10937205	44436
chr5	10957846	10957847	44437
chr5	10958100	10958101	44438
chr5	10965035	10965036	44439
chr5	11002347	11002348	44440
chr5	11018961	11018962	44441
chr5	11047834	11047835	44442
chr5	11049778	11049779	44443
chr5	11064780	11064781	44444
chr5	11090893	11090894	44445
chr5	11130827	11130828	44446
chr5	11252393	11252394	44447
chr5	11264682	11264683	44448
chr5	11267546	11267547	44449
chr5	11284465	11284466	44450
chr5	11284496	11284497	44451
chr5	11351205	11351206	44452
chr5	11351302	11351303	44453
chr5	11396312	11396313	44454
chr5	11404506	11404507	44455
chr5	11404524	11404525	44456
chr5	11430580	11430581	44457
chr5	11465809	11465810	44458
chr5	11479308	11479309	44459
chr5	11500203	11500204	44460
chr5	11531133	11531134	44461
chr5	11573158	11573159	44462
chr5	11597738	11597739	44463
chr5	11636746	11636747	44464
chr5	11690765	11690766	44465
chr5	11712701	11712702	44466
chr5	11736971	11736972	44467
chr5	11745380	11745381	44468
chr5	11747153	11747154	44469
chr5	11762122	11762123	44470
chr5	11774005	11774006	44471
chr5	11958840	11958841	44472
chr5	11999482	11999483	44473
chr5	12034030	12034031	44474
chr5	12070448	12070449	44475
chr5	12165000	12165001	44476
chr5	12168608	12168609	44477
chr5	12170680	12170681	44478
chr5	12217940	12217941	44479
chr5	12253852	12253853	44480
chr5	12264809	12264810	44481
chr5	12279265	12279266	44482
chr5	12279384	12279385	44483
chr5	12350329	12350330	44484
chr5	12487081	12487082	44485
chr5	12489656	12489657	44486
chr5	12501134	12501135	44487
chr5	12504612	12504613	44488
chr5	12567349	12567350	44489
chr5	12684353	12684354	44490
chr5	12734957	12734958	44491
chr5	12972508	12972509	44492
chr5	12982855	12982856	44493
chr5	12993554	12993555	44494
chr5	13043154	13043155	44495
chr5	13055842	13055843	44496
chr5	13081103	13081104	44497
chr5	13081108	13081109	44498
chr5	13173704	13173705	44499
chr5	13364760	13364761	44500
chr5	13369503	13369504	44501
chr5	13454459	13454460	44502
chr5	13491218	13491219	44503
chr5	13543059	13543060	44504
chr5	13557066	13557067	44505
chr5	13583745	13583746	44506
chr5	13619603	13619604	44507
chr5	13664403	13664404	44508
chr5	13715040	13715041	44509
chr5	13726969	13726970	44510
chr5	13792049	13792050	44511
chr5	13823883	13823884	44512
chr5	13871345	13871346	44513
chr5	13871358	13871359	44514
chr5	13933109	13933110	44515
chr5	13961098	13961099	44516
chr5	13998074	13998075	44517
chr5	14082105	14082106	44518
chr5	14099695	14099696	44519
chr5	14108341	14108342	44520
chr5	14211329	14211330	44521
chr5	14270007	14270008	44522
chr5	14275709	14275710	44523
chr5	14305412	14305413	44524
chr5	14345167	14345168	44525
chr5	14387793	14387794	44526
chr5	14397704	14397705	44527
chr5	14431349	14431350	44528
chr5	14439831	14439832	44529
chr5	14456649	14456650	44530
chr5	14734882	14734883	44531
chr5	14819165	14819166	44532
chr5	14837455	14837456	44533
chr5	14846171	14846172	44534
chr5	14908570	14908571	44535
chr5	14916318	14916319	44536
chr5	14922289	14922290	44537
chr5	14922297	14922298	44538
chr5	14928152	14928153	44539
chr5	14928849	14928850	44540
chr5	14979825	14979826	44541
chr5	14998739	14998740	44542
chr5	15014122	15014123	44543
chr5	15016502	15016503	44544
chr5	15549629	15549630	44545
chr5	15550323	15550324	44546
chr5	15646679	15646680	44547
chr5	15706176	15706177	44548
chr5	15810447	15810448	44549
chr5	15829519	15829520	44550
chr5	15878432	15878433	44551
chr5	15943303	15943304	44552
chr5	16083150	16083151	44553
chr5	16119877	16119878	44554
chr5	16127414	16127415	44555
chr5	16200466	16200467	44556
chr5	16207467	16207468	44557
chr5	16207479	16207480	44558
chr5	16294042	16294043	44559
chr5	16386718	16386719	44560
chr5	16386816	16386817	44561
chr5	16631584	16631585	44562
chr5	16667550	16667551	44563
chr5	16667574	16667575	44564
chr5	16704807	16704808	44565
chr5	16730853	16730854	44566
chr5	16755884	16755885	44567
chr5	16755910	16755911	44568
chr5	16755934	16755935	44569
chr5	16775462	16775463	44570
chr5	16905803	16905804	44571
chr5	16950746	16950747	44572
chr5	17125022	17125023	44573
chr5	17126409	17126410	44574
chr5	17146552	17146553	44575
chr5	17215226	17215227	44576
chr5	17215353	17215354	44577
chr5	17355629	17355630	44578
chr5	17355635	17355636	44579
chr5	17356816	17356817	44580
chr5	17384437	17384438	44581
chr5	17407225	17407226	44582
chr5	17565201	17565202	44583
chr5	17624269	17624270	44584
chr5	17625770	17625771	44585
chr5	17909905	17909906	44586
chr5	17909909	17909910	44587
chr5	17920424	17920425	44588
chr5	18139543	18139544	44589
chr5	18172617	18172618	44590
chr5	18177440	18177441	44591
chr5	18239889	18239890	44592
chr5	18276661	18276662	44593
chr5	18288688	18288689	44594
chr5	18308575	18308576	44595
chr5	18442396	18442397	44596
chr5	18442570	18442571	44597
chr5	18446674	18446675	44598
chr5	18480145	18480146	44599
chr5	18546940	18546941	44600
chr5	18736930	18736931	44601
chr5	18740665	18740666	44602
chr5	18755347	18755348	44603
chr5	18755413	18755414	44604
chr5	18810918	18810919	44605
chr5	18828223	18828224	44606
chr5	18850474	18850475	44607
chr5	18928463	18928464	44608
chr5	18929086	18929087	44609
chr5	18932195	18932196	44610
chr5	18934417	18934418	44611
chr5	19062194	19062195	44612
chr5	19157457	19157458	44613
chr5	19167002	19167003	44614
chr5	19167284	19167285	44615
chr5	19331182	19331183	44616
chr5	19344543	19344544	44617
chr5	19387476	19387477	44618
chr5	19388985	19388986	44619
chr5	19389070	19389071	44620
chr5	19479052	19479053	44621
chr5	19482383	19482384	44622
chr5	19751987	19751988	44623
chr5	19751996	19751997	44624
chr5	19797749	19797750	44625
chr5	19819983	19819984	44626
chr5	19828879	19828880	44627
chr5	19870829	19870830	44628
chr5	19935558	19935559	44629
chr5	20065039	20065040	44630
chr5	20083789	20083790	44631
chr5	20119066	20119067	44632
chr5	20119068	20119069	44633
chr5	20183335	20183336	44634
chr5	20185958	20185959	44635
chr5	20240496	20240497	44636
chr5	20260562	20260563	44637
chr5	20370395	20370396	44638
chr5	20448117	20448118	44639
chr5	20456378	20456379	44640
chr5	20493980	20493981	44641
chr5	20522292	20522293	44642
chr5	20522306	20522307	44643
chr5	20522318	20522319	44644
chr5	20522470	20522471	44645
chr5	20878974	20878975	44646
chr5	20935982	20935983	44647
chr5	20958115	20958116	44648
chr5	21166123	21166124	44649
chr5	21196770	21196771	44650
chr5	21242047	21242048	44651
chr5	21272878	21272879	44652
chr5	21278024	21278025	44653
chr5	21358207	21358208	44654
chr5	21382688	21382689	44655
chr5	21487498	21487499	44656
chr5	21509052	21509053	44657
chr5	21537658	21537659	44658
chr5	21560620	21560621	44659
chr5	21569986	21569987	44660
chr5	21597303	21597304	44661
chr5	21597310	21597311	44662
chr5	21678549	21678550	44663
chr5	21678572	21678573	44664
chr5	21678603	21678604	44665
chr5	21678617	21678618	44666
chr5	21679005	21679006	44667
chr5	21687320	21687321	44668
chr5	21692655	21692656	44669
chr5	21708136	21708137	44670
chr5	21752348	21752349	44671
chr5	21882458	21882459	44672
chr5	22345336	22345337	44673
chr5	22364860	22364861	44674
chr5	22364917	22364918	44675
chr5	22372361	22372362	44676
chr5	22553856	22553857	44677
chr5	22553869	22553870	44678
chr5	22606568	22606569	44679
chr5	22645847	22645848	44680
chr5	22682476	22682477	44681
chr5	22686157	22686158	44682
chr5	22774398	22774399	44683
chr5	22788298	22788299	44684
chr5	22894265	22894266	44685
chr5	22908091	22908092	44686
chr5	22968566	22968567	44687
chr5	22969377	22969378	44688
chr5	22987152	22987153	44689
chr5	22987164	22987165	44690
chr5	22996271	22996272	44691
chr5	23020012	23020013	44692
chr5	23083825	23083826	44693
chr5	23128471	23128472	44694
chr5	23185731	23185732	44695
chr5	23225723	23225724	44696
chr5	23227508	23227509	44697
chr5	23235505	23235506	44698
chr5	23264737	23264738	44699
chr5	23280601	23280602	44700
chr5	23299468	23299469	44701
chr5	23299475	23299476	44702
chr5	23313467	23313468	44703
chr5	23315021	23315022	44704
chr5	23346736	23346737	44705
chr5	23350857	23350858	44706
chr5	23379824	23379825	44707
chr5	23385982	23385983	44708
chr5	23453322	23453323	44709
chr5	23469622	23469623	44710
chr5	23481809	23481810	44711
chr5	23515091	23515092	44712
chr5	23551939	23551940	44713
chr5	23559319	23559320	44714
chr5	23605266	23605267	44715
chr5	23606883	23606884	44716
chr5	23611448	23611449	44717
chr5	23658470	23658471	44718
chr5	23664295	23664296	44719
chr5	23681802	23681803	44720
chr5	23694300	23694301	44721
chr5	23715782	23715783	44722
chr5	23715961	23715962	44723
chr5	23716949	23716950	44724
chr5	23721398	23721399	44725
chr5	23721402	23721403	44726
chr5	23721465	23721466	44727
chr5	23745606	23745607	44728
chr5	23757554	23757555	44729
chr5	23760111	23760112	44730
chr5	23760166	23760167	44731
chr5	23776699	23776700	44732
chr5	23782001	23782002	44733
chr5	23808695	23808696	44734
chr5	23824148	23824149	44735
chr5	23834751	23834752	44736
chr5	23834797	23834798	44737
chr5	23848091	23848092	44738
chr5	23889765	23889766	44739
chr5	23913007	23913008	44740
chr5	24027653	24027654	44741
chr5	24032629	24032630	44742
chr5	24037050	24037051	44743
chr5	24075673	24075674	44744
chr5	24077718	24077719	44745
chr5	24107916	24107917	44746
chr5	24162408	24162409	44747
chr5	24162422	24162423	44748
chr5	24162488	24162489	44749
chr5	24169034	24169035	44750
chr5	24171970	24171971	44751
chr5	24205878	24205879	44752
chr5	24221165	24221166	44753
chr5	24222750	24222751	44754
chr5	24240071	24240072	44755
chr5	24258363	24258364	44756
chr5	24270186	24270187	44757
chr5	24276273	24276274	44758
chr5	24349061	24349062	44759
chr5	24381925	24381926	44760
chr5	24391869	24391870	44761
chr5	24391875	24391876	44762
chr5	24397540	24397541	44763
chr5	24401822	24401823	44764
chr5	24441411	24441412	44765
chr5	24465219	24465220	44766
chr5	24473542	24473543	44767
chr5	24493807	24493808	44768
chr5	24498166	24498167	44769
chr5	24516955	24516956	44770
chr5	24523995	24523996	44771
chr5	24559606	24559607	44772
chr5	24587481	24587482	44773
chr5	24604795	24604796	44774
chr5	24610199	24610200	44775
chr5	24696851	24696852	44776
chr5	24709522	24709523	44777
chr5	24725257	24725258	44778
chr5	24727741	24727742	44779
chr5	24769703	24769704	44780
chr5	24770802	24770803	44781
chr5	24775777	24775778	44782
chr5	24832352	24832353	44783
chr5	24861863	24861864	44784
chr5	24863934	24863935	44785
chr5	24865198	24865199	44786
chr5	24879971	24879972	44787
chr5	24946971	24946972	44788
chr5	24974011	24974012	44789
chr5	24975771	24975772	44790
chr5	25008451	25008452	44791
chr5	25031213	25031214	44792
chr5	25072628	25072629	44793
chr5	25083142	25083143	44794
chr5	25161386	25161387	44795
chr5	25228439	25228440	44796
chr5	25258263	25258264	44797
chr5	25258272	25258273	44798
chr5	25258277	25258278	44799
chr5	25407048	25407049	44800
chr5	25483240	25483241	44801
chr5	25495798	25495799	44802
chr5	25544721	25544722	44803
chr5	25545908	25545909	44804
chr5	25583839	25583840	44805
chr5	25608452	25608453	44806
chr5	25621635	25621636	44807
chr5	25638059	25638060	44808
chr5	25661282	25661283	44809
chr5	25667157	25667158	44810
chr5	25672258	25672259	44811
chr5	25702338	25702339	44812
chr5	25704336	25704337	44813
chr5	25715090	25715091	44814
chr5	25785852	25785853	44815
chr5	25813278	25813279	44816
chr5	25813283	25813284	44817
chr5	25838360	25838361	44818
chr5	25841216	25841217	44819
chr5	25940668	25940669	44820
chr5	26014153	26014154	44821
chr5	26014437	26014438	44822
chr5	26021628	26021629	44823
chr5	26021664	26021665	44824
chr5	26039466	26039467	44825
chr5	26040847	26040848	44826
chr5	26044416	26044417	44827
chr5	26045651	26045652	44828
chr5	26102597	26102598	44829
chr5	26115710	26115711	44830
chr5	26120083	26120084	44831
chr5	26266178	26266179	44832
chr5	26266208	26266209	44833
chr5	26334000	26334001	44834
chr5	26368308	26368309	44835
chr5	26379971	26379972	44836
chr5	26379981	26379982	44837
chr5	26379992	26379993	44838
chr5	26380633	26380634	44839
chr5	26381028	26381029	44840
chr5	26387010	26387011	44841
chr5	26394391	26394392	44842
chr5	26463199	26463200	44843
chr5	26491422	26491423	44844
chr5	26505673	26505674	44845
chr5	26510144	26510145	44846
chr5	26512419	26512420	44847
chr5	26513446	26513447	44848
chr5	26560028	26560029	44849
chr5	26585116	26585117	44850
chr5	26593101	26593102	44851
chr5	26677020	26677021	44852
chr5	26707706	26707707	44853
chr5	26787637	26787638	44854
chr5	26787657	26787658	44855
chr5	26795684	26795685	44856
chr5	26867330	26867331	44857
chr5	26961259	26961260	44858
chr5	27043816	27043817	44859
chr5	27049106	27049107	44860
chr5	27231233	27231234	44861
chr5	27250567	27250568	44862
chr5	27261879	27261880	44863
chr5	27362124	27362125	44864
chr5	27588236	27588237	44865
chr5	27624411	27624412	44866
chr5	27664789	27664790	44867
chr5	27677524	27677525	44868
chr5	27894347	27894348	44869
chr5	27909985	27909986	44870
chr5	27911248	27911249	44871
chr5	27915429	27915430	44872
chr5	27953802	27953803	44873
chr5	28008942	28008943	44874
chr5	28110277	28110278	44875
chr5	28122453	28122454	44876
chr5	28131123	28131124	44877
chr5	28146426	28146427	44878
chr5	28163071	28163072	44879
chr5	28170459	28170460	44880
chr5	28281350	28281351	44881
chr5	28338226	28338227	44882
chr5	28383395	28383396	44883
chr5	28441025	28441026	44884
chr5	28500696	28500697	44885
chr5	28509591	28509592	44886
chr5	28582894	28582895	44887
chr5	28593969	28593970	44888
chr5	28666986	28666987	44889
chr5	28668184	28668185	44890
chr5	28929986	28929987	44891
chr5	29036971	29036972	44892
chr5	29062164	29062165	44893
chr5	29062226	29062227	44894
chr5	29065659	29065660	44895
chr5	29176824	29176825	44896
chr5	29196010	29196011	44897
chr5	29210605	29210606	44898
chr5	29244002	29244003	44899
chr5	29356027	29356028	44900
chr5	29474744	29474745	44901
chr5	29482948	29482949	44902
chr5	29539134	29539135	44903
chr5	29562788	29562789	44904
chr5	29576156	29576157	44905
chr5	29576203	29576204	44906
chr5	29649004	29649005	44907
chr5	29713669	29713670	44908
chr5	29731934	29731935	44909
chr5	29758676	29758677	44910
chr5	29784389	29784390	44911
chr5	29824922	29824923	44912
chr5	30050780	30050781	44913
chr5	30092678	30092679	44914
chr5	30105992	30105993	44915
chr5	30106137	30106138	44916
chr5	30108073	30108074	44917
chr5	30108277	30108278	44918
chr5	30135518	30135519	44919
chr5	30204068	30204069	44920
chr5	30204289	30204290	44921
chr5	30275367	30275368	44922
chr5	30276045	30276046	44923
chr5	30281739	30281740	44924
chr5	30356159	30356160	44925
chr5	30368328	30368329	44926
chr5	30383787	30383788	44927
chr5	30454164	30454165	44928
chr5	30464807	30464808	44929
chr5	30542850	30542851	44930
chr5	30593070	30593071	44931
chr5	30711218	30711219	44932
chr5	30806093	30806094	44933
chr5	30999460	30999461	44934
chr5	31014647	31014648	44935
chr5	31088149	31088150	44936
chr5	31152061	31152062	44937
chr5	31191786	31191787	44938
chr5	31192057	31192058	44939
chr5	31210497	31210498	44940
chr5	31218735	31218736	44941
chr5	31232913	31232914	44942
chr5	31275035	31275036	44943
chr5	31428380	31428381	44944
chr5	31460998	31460999	44945
chr5	31504717	31504718	44946
chr5	31552485	31552486	44947
chr5	31628233	31628234	44948
chr5	31652579	31652580	44949
chr5	31696199	31696200	44950
chr5	31993131	31993132	44951
chr5	32135899	32135900	44952
chr5	32151661	32151662	44953
chr5	32153400	32153401	44954
chr5	32202027	32202028	44955
chr5	32202066	32202067	44956
chr5	32235838	32235839	44957
chr5	32353815	32353816	44958
chr5	32378387	32378388	44959
chr5	32386168	32386169	44960
chr5	32409581	32409582	44961
chr5	32419950	32419951	44962
chr5	32494515	32494516	44963
chr5	32502763	32502764	44964
chr5	32504493	32504494	44965
chr5	32541403	32541404	44966
chr5	32617633	32617634	44967
chr5	32674273	32674274	44968
chr5	32675611	32675612	44969
chr5	32711356	32711357	44970
chr5	32712270	32712271	44971
chr5	32792357	32792358	44972
chr5	32792364	32792365	44973
chr5	32792375	32792376	44974
chr5	32818392	32818393	44975
chr5	32921869	32921870	44976
chr5	32990970	32990971	44977
chr5	33053377	33053378	44978
chr5	33084676	33084677	44979
chr5	33121822	33121823	44980
chr5	33168336	33168337	44981
chr5	33170485	33170486	44982
chr5	33185263	33185264	44983
chr5	33218411	33218412	44984
chr5	33285625	33285626	44985
chr5	33291822	33291823	44986
chr5	33328000	33328001	44987
chr5	33331596	33331597	44988
chr5	33342045	33342046	44989
chr5	33421066	33421067	44990
chr5	33429991	33429992	44991
chr5	33442973	33442974	44992
chr5	33530073	33530074	44993
chr5	33689642	33689643	44994
chr5	33702089	33702090	44995
chr5	33766714	33766715	44996
chr5	33997222	33997223	44997
chr5	34062608	34062609	44998
chr5	34177271	34177272	44999
chr5	34187269	34187270	45000
chr5	34188574	34188575	45001
chr5	34297114	34297115	45002
chr5	34364555	34364556	45003
chr5	34400674	34400675	45004
chr5	34530713	34530714	45005
chr5	34562183	34562184	45006
chr5	34661586	34661587	45007
chr5	34724300	34724301	45008
chr5	35024336	35024337	45009
chr5	35033176	35033177	45010
chr5	35057307	35057308	45011
chr5	35075370	35075371	45012
chr5	35080664	35080665	45013
chr5	35103965	35103966	45014
chr5	35111998	35111999	45015
chr5	35313612	35313613	45016
chr5	35376602	35376603	45017
chr5	35448382	35448383	45018
chr5	35468783	35468784	45019
chr5	35490357	35490358	45020
chr5	35530023	35530024	45021
chr5	35652615	35652616	45022
chr5	35716610	35716611	45023
chr5	35789038	35789039	45024
chr5	35877932	35877933	45025
chr5	35943019	35943020	45026
chr5	36115383	36115384	45027
chr5	36151390	36151391	45028
chr5	36230248	36230249	45029
chr5	36238872	36238873	45030
chr5	36238882	36238883	45031
chr5	36239515	36239516	45032
chr5	36239625	36239626	45033
chr5	36291649	36291650	45034
chr5	36291714	36291715	45035
chr5	36360787	36360788	45036
chr5	36451244	36451245	45037
chr5	36451253	36451254	45038
chr5	36451276	36451277	45039
chr5	36451306	36451307	45040
chr5	36712920	36712921	45041
chr5	36803420	36803421	45042
chr5	36890842	36890843	45043
chr5	36996521	36996522	45044
chr5	36996527	36996528	45045
chr5	37016330	37016331	45046
chr5	37037764	37037765	45047
chr5	37060044	37060045	45048
chr5	37102639	37102640	45049
chr5	37120891	37120892	45050
chr5	37130443	37130444	45051
chr5	37148015	37148016	45052
chr5	37183455	37183456	45053
chr5	37186157	37186158	45054
chr5	37236140	37236141	45055
chr5	37238569	37238570	45056
chr5	37280509	37280510	45057
chr5	37410332	37410333	45058
chr5	37449542	37449543	45059
chr5	37694061	37694062	45060
chr5	37761124	37761125	45061
chr5	37834853	37834854	45062
chr5	37901829	37901830	45063
chr5	38143283	38143284	45064
chr5	38267311	38267312	45065
chr5	38278898	38278899	45066
chr5	38318836	38318837	45067
chr5	38391114	38391115	45068
chr5	38516836	38516837	45069
chr5	38546731	38546732	45070
chr5	38597594	38597595	45071
chr5	38676699	38676700	45072
chr5	38689843	38689844	45073
chr5	38912788	38912789	45074
chr5	39060793	39060794	45075
chr5	39076861	39076862	45076
chr5	39111979	39111980	45077
chr5	39193109	39193110	45078
chr5	39276476	39276477	45079
chr5	39422774	39422775	45080
chr5	39422776	39422777	45081
chr5	39469255	39469256	45082
chr5	39500354	39500355	45083
chr5	39580203	39580204	45084
chr5	39642107	39642108	45085
chr5	39643709	39643710	45086
chr5	39674360	39674361	45087
chr5	39674365	39674366	45088
chr5	39674370	39674371	45089
chr5	39674413	39674414	45090
chr5	39674453	39674454	45091
chr5	39674480	39674481	45092
chr5	39720528	39720529	45093
chr5	39720988	39720989	45094
chr5	39765190	39765191	45095
chr5	39779061	39779062	45096
chr5	39790010	39790011	45097
chr5	39815123	39815124	45098
chr5	39819243	39819244	45099
chr5	39974625	39974626	45100
chr5	40003364	40003365	45101
chr5	40133350	40133351	45102
chr5	40165877	40165878	45103
chr5	40192838	40192839	45104
chr5	40216849	40216850	45105
chr5	40217071	40217072	45106
chr5	40217184	40217185	45107
chr5	40217500	40217501	45108
chr5	40230931	40230932	45109
chr5	40263945	40263946	45110
chr5	40268582	40268583	45111
chr5	40385211	40385212	45112
chr5	40404815	40404816	45113
chr5	40408971	40408972	45114
chr5	40413234	40413235	45115
chr5	40442320	40442321	45116
chr5	40442324	40442325	45117
chr5	40451565	40451566	45118
chr5	40482086	40482087	45119
chr5	40487025	40487026	45120
chr5	40660575	40660576	45121
chr5	40714849	40714850	45122
chr5	40731550	40731551	45123
chr5	40822254	40822255	45124
chr5	40822334	40822335	45125
chr5	40822356	40822357	45126
chr5	40822396	40822397	45127
chr5	40868111	40868112	45128
chr5	40901854	40901855	45129
chr5	40912366	40912367	45130
chr5	41096006	41096007	45131
chr5	41129175	41129176	45132
chr5	41182928	41182929	45133
chr5	41258742	41258743	45134
chr5	41335149	41335150	45135
chr5	41354154	41354155	45136
chr5	41479586	41479587	45137
chr5	41493605	41493606	45138
chr5	41498869	41498870	45139
chr5	41498871	41498872	45140
chr5	41515698	41515699	45141
chr5	41570499	41570500	45142
chr5	41595794	41595795	45143
chr5	41743915	41743916	45144
chr5	41752408	41752409	45145
chr5	41768518	41768519	45146
chr5	42012516	42012517	45147
chr5	42013594	42013595	45148
chr5	42013607	42013608	45149
chr5	42029738	42029739	45150
chr5	42029771	42029772	45151
chr5	42029789	42029790	45152
chr5	42039690	42039691	45153
chr5	42041153	42041154	45154
chr5	42043166	42043167	45155
chr5	42114296	42114297	45156
chr5	42189073	42189074	45157
chr5	42189111	42189112	45158
chr5	42191895	42191896	45159
chr5	42286069	42286070	45160
chr5	42358732	42358733	45161
chr5	42497875	42497876	45162
chr5	42653801	42653802	45163
chr5	42694505	42694506	45164
chr5	42704001	42704002	45165
chr5	42753643	42753644	45166
chr5	42790601	42790602	45167
chr5	42914207	42914208	45168
chr5	42917411	42917412	45169
chr5	42947844	42947845	45170
chr5	42952546	42952547	45171
chr5	42988517	42988518	45172
chr5	42988519	42988520	45173
chr5	42999364	42999365	45174
chr5	43069630	43069631	45175
chr5	43070618	43070619	45176
chr5	43071286	43071287	45177
chr5	43085050	43085051	45178
chr5	43110496	43110497	45179
chr5	43208201	43208202	45180
chr5	43215787	43215788	45181
chr5	43411798	43411799	45182
chr5	43415593	43415594	45183
chr5	43425032	43425033	45184
chr5	43429650	43429651	45185
chr5	43865938	43865939	45186
chr5	44167540	44167541	45187
chr5	44257968	44257969	45188
chr5	44286678	44286679	45189
chr5	44301140	44301141	45190
chr5	44333148	44333149	45191
chr5	44333289	44333290	45192
chr5	44368429	44368430	45193
chr5	44452331	44452332	45194
chr5	44483343	44483344	45195
chr5	44637459	44637460	45196
chr5	44644964	44644965	45197
chr5	44648591	44648592	45198
chr5	44652662	44652663	45199
chr5	44696562	44696563	45200
chr5	44914710	44914711	45201
chr5	44932846	44932847	45202
chr5	44933185	44933186	45203
chr5	44935358	44935359	45204
chr5	44942217	44942218	45205
chr5	44960987	44960988	45206
chr5	45004837	45004838	45207
chr5	45007763	45007764	45208
chr5	45028229	45028230	45209
chr5	45120285	45120286	45210
chr5	45242728	45242729	45211
chr5	45308589	45308590	45212
chr5	45390017	45390018	45213
chr5	45399612	45399613	45214
chr5	45399628	45399629	45215
chr5	45496578	45496579	45216
chr5	45551480	45551481	45217
chr5	45589635	45589636	45218
chr5	45607244	45607245	45219
chr5	45608319	45608320	45220
chr5	45608429	45608430	45221
chr5	45621853	45621854	45222
chr5	45644801	45644802	45223
chr5	45648925	45648926	45224
chr5	45650735	45650736	45225
chr5	45664787	45664788	45226
chr5	45865507	45865508	45227
chr5	45866216	45866217	45228
chr5	45979658	45979659	45229
chr5	46070945	46070946	45230
chr5	46070952	46070953	45231
chr5	46244635	46244636	45232
chr5	46249563	46249564	45233
chr5	46264117	46264118	45234
chr5	46268722	46268723	45235
chr5	46294481	46294482	45236
chr5	46403313	46403314	45237
chr5	46446442	46446443	45238
chr5	46458607	46458608	45239
chr5	46458626	46458627	45240
chr5	46458650	46458651	45241
chr5	46458887	46458888	45242
chr5	46458896	46458897	45243
chr5	46458910	46458911	45244
chr5	46458945	46458946	45245
chr5	46459118	46459119	45246
chr5	46459482	46459483	45247
chr5	46525047	46525048	45248
chr5	46701850	46701851	45249
chr5	46796556	46796557	45250
chr5	46868427	46868428	45251
chr5	46878648	46878649	45252
chr5	46946635	46946636	45253
chr5	46998573	46998574	45254
chr5	47058708	47058709	45255
chr5	47142660	47142661	45256
chr5	47156713	47156714	45257
chr5	47246361	47246362	45258
chr5	47251145	47251146	45259
chr5	47265221	47265222	45260
chr5	47287352	47287353	45261
chr5	47297736	47297737	45262
chr5	47403268	47403269	45263
chr5	47474772	47474773	45264
chr5	47685832	47685833	45265
chr5	47939880	47939881	45266
chr5	47967250	47967251	45267
chr5	48113547	48113548	45268
chr5	48139128	48139129	45269
chr5	48291649	48291650	45270
chr5	48333691	48333692	45271
chr5	48471948	48471949	45272
chr5	48524453	48524454	45273
chr5	48634856	48634857	45274
chr5	48638206	48638207	45275
chr5	48644180	48644181	45276
chr5	48669895	48669896	45277
chr5	48826275	48826276	45278
chr5	49217793	49217794	45279
chr5	49250526	49250527	45280
chr5	49285311	49285312	45281
chr5	49365394	49365395	45282
chr5	49525004	49525005	45283
chr5	49543976	49543977	45284
chr5	49543994	49543995	45285
chr5	49607826	49607827	45286
chr5	49667002	49667003	45287
chr5	49667857	49667858	45288
